,,,,,,,,,,,,,,,,,,
4,If Evan drinks coffee then he will not drink anything else and will not sleep in the afternoon.,If Evan drinks a hot chocolate he will not drink anything else and will sleep in the afternoon.,If Evan sleeps in the afternoon then he will be stay awake longer than 9 in the night.,If Evan does not sleep in the afternoon then he will not stay awake longer than 9 in the night.,Modal on different QUD,Modal on different QUD,"Evan said that the hot chocolate he had tasted good and that it could have been the brand. But I don't agree, I thought it tasted bad.'",Evan said that the hot chocolate he had tasted good.',how certain are you that Evan will sleep in the afternoon?,how certain are you that Evan will not sleep in the afternoon?,,,Certainly not,Certain,Certainly not,Certain,,
5,If Evan drinks coffee then he will not drink anything else and will not sleep in the afternoon.,If Evan drinks a hot chocolate he will not drink anything else and will sleep in the afternoon.,If Evan sleeps in the afternoon then he will be stay awake longer than 9 in the night.,If Evan does not sleep in the afternoon then he will not stay awake longer than 9 in the night.,Modal on different QUD,Modal on different QUD,"Evan said that the cappuccino he had tasted good and that it could have been the beans. But I don't agree, I thought it tasted bad.'",Evan said that the cappuccino he had tasted good.',how certain are you that Evan will stay awake beyond 9 pm?,how certain are you that Evan will not stay awake beyond 9 pm?,,,Certain,Certainly not,Certain,Certainly not,,
6,If Evan drinks coffee then he will not drink anything else and will not sleep in the afternoon.,If Evan drinks a hot chocolate he will not drink anything else and will sleep in the afternoon.,If Evan sleeps in the afternoon then he will be stay awake longer than 9 in the night.,If Evan does not sleep in the afternoon then he will not stay awake longer than 9 in the night.,Modal on different QUD,Modal on different QUD,"Evan said that the hot chocolate he had tasted good and that it could have been the brand. But I don't agree, I thought it tasted bad.'",Evan said that the hot chocolate he had tasted good.',how certain are you that Evan will not stay awake beyond 9 pm?,how certain are you that Evan will stay awake beyond 9 pm?,,,Certainly not,Certain,Certainly not,Certain,,
,,,,,,,,,,,,,,,,,,
1,If Evan gets a red card then he didn’t get a yellow card and he will be banned from the next match.,If Evan gets a yellow card then he didn’t get a red card and will not be banned from the next match.,"If Evan is not banned from the next match the Royals, his team, will win.","If Evan is banned from the next match the Royals, his team, will lose.",Modal on different QUD,Modal on different QUD,I thought the pundits would argue with each other on the post match show about the red card Evan had received during the game. But I was surprised that they didn't spend so much time on it.',The pundits argued with each other in the post match show about the red card Evan received during the game.',how certain are you that Evan got a red card?,how certain are you that Evan got a yellow card?,,,Certain,Certainly not,Certain,Certainly not,,
2,If Evan gets a red card then he didn’t get a yellow card and he will be banned from the next match.,If Evan gets a yellow card then he didn’t get a red card and will not be banned from the next match.,"If Evan is not banned from the next match the Royals, his team, will win.","If Evan is banned from the next match the Royals, his team, will lose.",Modal on different QUD,Modal on different QUD,I thought the pundits would argue with each other on the post match show about the yellow card Evan had received during the game. But I was surprised that they didn't spend so much time on it.',The pundits argued with each other in the post match show about the yellow card Evan received during the game.',how certain are you that Evan got a red card?,how certain are you that Evan got a yellow card?,,,Certain,Certainly not,Certain,Certainly not,,
3,If Evan gets a red card then he didn’t get a yellow card and he will be banned from the next match.,If Evan gets a yellow card then he didn’t get a red card and will not be banned from the next match.,"If Evan is not banned from the next match the Royals, his team, will win.","If Evan is banned from the next match the Royals, his team, will lose.",Modal on different QUD,Modal on different QUD,I thought the pundits would argue with each other on the post match show about the red card Evan had received during the game. But I was surprised that they didn't spend so much time on it.',The pundits argued with each other in the post match show about the red card Evan received during the game.',how certain are you that Evan will be banned from the next match?,how certain are you that Evan will not be banned from the next match?,,,Certain,Certainly not,Certain,Certainly not,,
4,If Evan gets a red card then he didn’t get a yellow card and he will be banned from the next match.,If Evan gets a yellow card then he didn’t get a red card and will not be banned from the next match.,"If Evan is not banned from the next match the Royals, his team, will win.","If Evan is banned from the next match the Royals, his team, will lose.",Modal on different QUD,Modal on different QUD,I thought the pundits would argue with each other on the post match show about the yellow card Evan had received during the game. But I was surprised that they didn't spend so much time on it.',The pundits argued with each other in the post match show about the yellow card Evan received during the game.',how certain are you that Evan will not be banned from the next match?,how certain are you that Evan will be banned from the next match?,,,Certain,Certainly not,Certain,Certainly not,,
5,If Evan gets a red card then he didn’t get a yellow card and he will be banned from the next match.,If Evan gets a yellow card then he didn’t get a red card and will not be banned from the next match.,"If Evan is not banned from the next match the Royals, his team, will win.","If Evan is banned from the next match the Royals, his team, will lose.",Modal on different QUD,Modal on different QUD,I thought the pundits would argue with each other on the post match show about the red card Evan had received during the game. But I was surprised that they didn't spend so much time on it.',The pundits argued with each other in the post match show about the red card Evan received during the game.',how certain are you that the Royals will win?,how certain are you that the Royals will not win?,,,Certain,Certainly not,Certain,Certainly not,,
6,If Evan gets a red card then he didn’t get a yellow card and he will be banned from the next match.,If Evan gets a yellow card then he didn’t get a red card and will not be banned from the next match.,"If Evan is not banned from the next match the Royals, his team, will win.","If Evan is banned from the next match the Royals, his team, will lose.",Modal on different QUD,Modal on different QUD,I thought the pundits would argue with each other on the post match show about the yellow card Evan had received during the game. But I was surprised that they didn't spend so much time on it.',The pundits argued with each other in the post match show about the yellow card Evan received during the game.',how certain are you that the Royals will not win?,how certain are you that the Royals will win?,,,Certain,Certainly not,Certain,Certainly not,,
,,,,,,,,,,,,,,,,,,
1,If Bill gets a raise he will buy a truck.,If Bill does not get a raise he’ll buy a bike.,If Bill buys a truck he and his family will drive in it to their holidays.,If he buys a bike he and his family will have to take the train to their holidays.,Modal on different QUD,Modal on different QUD,"""I may be a little upset that my raise is not has high as Bill’s. I was promised more.""",My raise is not has high as Bill's.,How certain are you that Bill got a raise?,How certain are you that Bill didn’t get a raise?,,,Certain,Certainly not,Certain,Certainly not,,
2,If Bill gets a raise he will buy a truck.,If Bill does not get a raise he’ll buy a bike.,If Bill buys a truck he and his family will drive in it to their holidays.,If he buys a bike he and his family will have to take the train to their holidays.,Modal on different QUD,Modal on different QUD,My raise is not has high as Bill's.,"""I may be a little upset that my raise is not has high as Bill’s. I was promised more.""",How certain are you that Bill got a raise?,How certain are you that Bill didn’t get a raise?,,,Certain,Certainly not,Certain,Certainly not,,
3,If Bill gets a raise he will buy a truck.,If Bill does not get a raise he’ll buy a bike.,If Bill buys a truck he and his family will drive in it to their holidays.,If he buys a bike he and his family will have to take the train to their holidays.,Modal on different QUD,Modal on different QUD,"""I may be a little upset that my raise is not has high as Bill’s. I was promised more.""",My raise is not has high as Bill's.,How certain are you that Bill bought a truck?,How certain are you that Bill bought a bike?,,,Certain,Certainly not,Certain,Certainly not,,
4,If Bill gets a raise he will buy a truck.,If Bill does not get a raise he’ll buy a bike.,If Bill buys a truck he and his family will drive in it to their holidays.,If he buys a bike he and his family will have to take the train to their holidays.,Modal on different QUD,Modal on different QUD,My raise is not has high as Bill's.,"""I may be a little upset that my raise is not has high as Bill’s. I was promised more.""",How certain are you that Bill bought a truck?,How certain are you that Bill bought a bike?,,,Certain,Certainly not,Certain,Certainly not,,
5,If Bill gets a raise he will buy a truck.,If Bill does not get a raise he’ll buy a bike.,If Bill buys a truck he and his family will drive in it to their holidays.,If he buys a bike he and his family will have to take the train to their holidays.,Modal on different QUD,Modal on different QUD,"""I may be a little upset that my raise is not has high as Bill’s. I was promised more.""",My raise is not has high as Bill's.,How certain are you that Bill drove to his holidays?,How certain are you that Bill took the train to his holiday destination?,,,Certain,Certainly not,Certain,Certainly not,,
6,If Bill gets a raise he will buy a truck.,If Bill does not get a raise he’ll buy a bike.,If Bill buys a truck he and his family will drive in it to their holidays.,If he buys a bike he and his family will have to take the train to their holidays.,Modal on different QUD,Modal on different QUD,My raise is not has high as Bill's.,"""I may be a little upset that my raise is not has high as Bill’s. I was promised more.""",How certain are you that Bill drove to his holidays?,How certain are you that Bill took the train to his holiday destination?,,,Certain,Certainly not,Certain,Certainly not,,
,,,,,,,,,,,,,,,,,,
1,If John is sick today he will skip school.,If John is well today he will go to school.,If John skips school he will miss his exam.,If he goes to school he will write his exam.,Modal on different QUD,Modal on different QUD,"""John should really take some medicines for his fever. He keeps refusing and I don’t know why. It's not going to go away if he doesn't take any.""",John's fever will not go away if he doesn't take any medicine.,How certain are you that John is sick today?,How certain are you that John is well today?,,,Certain,Certainly not,Certain,Certainly not,,
2,If John is sick today he will skip school.,If John is well today he will go to school.,If John skips school he will miss his exam.,If he goes to school he will write his exam.,Modal on different QUD,Modal on different QUD,John's fever will not go away if he doesn't take any medicine.,"""John should really take some medicines for his fever. He keeps refusing and I don’t know why. It's not going to go away if he doesn't take any.""",How certain are you that John is sick today?,How certain are you that John is well today?,,,Certain,Certainly not,Certain,Certainly not,,
3,If John is sick today he will skip school.,If John is well today he will go to school.,If John skips school he will miss his exam.,If he goes to school he will write his exam.,Modal on different QUD,Modal on different QUD,"""John should really take some medicines for his fever. He keeps refusing and I don’t know why. It's not going to go away if he doesn't take any.""",John's fever will not go away if he doesn't take any medicine.,How certain are you that that John skipped school?,How certain are you that John went to School?,,,Certain,Certainly not,Certain,Certainly not,,
4,If John is sick today he will skip school.,If John is well today he will go to school.,If John skips school he will miss his exam.,If he goes to school he will write his exam.,Modal on different QUD,Modal on different QUD,John's fever will not go away if he doesn't take any medicine.,"""John should really take some medicines for his fever. He keeps refusing and I don’t know why. It's not going to go away if he doesn't take any.""",How certain are you that that John skipped school?,How certain are you that John went to School?,,,Certain,Certainly not,Certain,Certainly not,,
5,If John is sick today he will skip school.,If John is well today he will go to school.,If John skips school he will miss his exam.,If he goes to school he will write his exam.,Modal on different QUD,Modal on different QUD,"""John should really take some medicines for his fever. He keeps refusing and I don’t know why. It's not going to go away if he doesn't take any.""",John's fever will not go away if he doesn't take any medicine.,How certain are you that John missed his exam,How certain are you that John wrote his exam today?,,,Certain,Certainly not,Certain,Certainly not,,
6,If John is sick today he will skip school.,If John is well today he will go to school.,If John skips school he will miss his exam.,If he goes to school he will write his exam.,Modal on different QUD,Modal on different QUD,John's fever will not go away if he doesn't take any medicine.,"""John should really take some medicines for his fever. He keeps refusing and I don’t know why. It's not going to go away if he doesn't take any.""",How certain are you that John missed his exam,How certain are you that John wrote his exam today?,,,Certain,Certainly not,Certain,Certainly not,,
,,,,,,,,,,,,,,,,,,
1,If Laura drinks cow milk she will be uncomfortable afterwards for her interview.,If Laura drinks Soy milk she will be perfectly fine for her interview.,If Laura is uncomfortable at her interview she will perform badly.,If Laura is not made uncomfortable she will perform well at the interview.,Modal on different QUD,Modal on different QUD,"""Laura said that that the cow milk in her tea made it taste different from tea made from soy milk. I am not sure, I thought it tasted exactly the same.""",Laura said that that the cow milk in her tea made it taste different from tea made from soy milk.,How certain are you that Laura drank cow milk?,How certain are you that Laura drank soy milk?,,,Certain,Certainly not,Certain,Certainly not,,
2,If Laura drinks cow milk she will be uncomfortable afterwards for her interview.,If Laura drinks Soy milk she will be perfectly fine for her interview.,If Laura is uncomfortable at her interview she will perform badly.,If Laura is not made uncomfortable she will perform well at the interview.,Modal on different QUD,Modal on different QUD,Laura said that that the cow milk in her tea made it taste different from tea made from soy milk.,"""Laura said that that the cow milk in her tea made it taste different from tea made from soy milk. I am not sure, I thought it tasted exactly the same.""",How certain are you that Laura drank cow milk?,How certain are you that Laura drank soy milk?,,,Certain,Certainly not,Certain,Certainly not,,
3,If Laura drinks cow milk she will be uncomfortable afterwards for her interview.,If Laura drinks Soy milk she will be perfectly fine for her interview.,If Laura is uncomfortable at her interview she will perform badly.,If Laura is not made uncomfortable she will perform well at the interview.,Modal on different QUD,Modal on different QUD,"""Laura said that that the cow milk in her tea made it taste different from tea made from soy milk. I am not sure, I thought it tasted exactly the same.""",Laura said that that the cow milk in her tea made it taste different from tea made from soy milk.,How certain are you that Laura felt uncomfortable?,How certain are you that Laura is not uncomfortable?,,,Certain,Certainly not,Certain,Certainly not,,
4,If Laura drinks cow milk she will be uncomfortable afterwards for her interview.,If Laura drinks Soy milk she will be perfectly fine for her interview.,If Laura is uncomfortable at her interview she will perform badly.,If Laura is not made uncomfortable she will perform well at the interview.,Modal on different QUD,Modal on different QUD,Laura said that that the cow milk in her tea made it taste different from tea made from soy milk.,"""Laura said that that the cow milk in her tea made it taste different from tea made from soy milk. I am not sure, I thought it tasted exactly the same.""",How certain are you that Laura felt uncomfortable?,How certain are you that Laura is not uncomfortable?,,,Certain,Certainly not,Certain,Certainly not,,
5,If Laura drinks cow milk she will be uncomfortable afterwards for her interview.,If Laura drinks Soy milk she will be perfectly fine for her interview.,If Laura is uncomfortable at her interview she will perform badly.,If Laura is not made uncomfortable she will perform well at the interview.,Modal on different QUD,Modal on different QUD,"""Laura said that that the cow milk in her tea made it taste different from tea made from soy milk. I am not sure, I thought it tasted exactly the same.""",Laura said that that the cow milk in her tea made it taste different from tea made from soy milk.,How certain are you that Laura will perform badly at her interview?,How certain are you that Laura will perform well at her interview?,,,Certain,Certainly not,Certain,Certainly not,,
6,If Laura drinks cow milk she will be uncomfortable afterwards for her interview.,If Laura drinks Soy milk she will be perfectly fine for her interview.,If Laura is uncomfortable at her interview she will perform badly.,If Laura is not made uncomfortable she will perform well at the interview.,Modal on different QUD,Modal on different QUD,Laura said that that the cow milk in her tea made it taste different from tea made from soy milk.,"""Laura said that that the cow milk in her tea made it taste different from tea made from soy milk. I am not sure, I thought it tasted exactly the same.""",How certain are you that Laura will perform badly at her interview?,How certain are you that Laura will perform well at her interview?,,,Certain,Certainly not,Certain,Certainly not,,
,,,,,,,,,,,,,,,,,,
1,If John graduates with honours he will get into Princeton.,If John graduates without honours he will get into Duke.,If John goes to Princeton he’ll be following his father’s footsteps.,If John goes to Duke he’ll be following his mother’s footsteps.,Modal on different QUD,Modal on different QUD,"""I think John's parents bought him a new watch because he graduated with honours today. At least, I think it was a watch, it could have been the new road bike that he had wanted.""",John's parents bought him a new watch because he graduated with honours today.,How certain are you that John graduated with honours?,How certain are you that John graduated without honours?,,,Certain,Certainly not,Certain,Certainly not,,
2,If John graduates with honours he will get into Princeton.,If John graduates without honours he will get into Duke.,If John goes to Princeton he’ll be following his father’s footsteps.,If John goes to Duke he’ll be following his mother’s footsteps.,Modal on different QUD,Modal on different QUD,John's parents bought him a new watch because he graduated with honours today.,"""I think John's parents bought him a new watch because he graduated with honours today. At least, I think it was a watch, it could have been the new road bike that he had wanted.""",How certain are you that John graduated with honours?,How certain are you that John graduated without honours?,,,Certain,Certainly not,Certain,Certainly not,,
3,If John graduates with honours he will get into Princeton.,If John graduates without honours he will get into Duke.,If John goes to Princeton he’ll be following his father’s footsteps.,If John goes to Duke he’ll be following his mother’s footsteps.,Modal on different QUD,Modal on different QUD,"""I think John's parents bought him a new watch because he graduated with honours today. At least, I think it was a watch, it could have been the new road bike that he had wanted.""",John's parents bought him a new watch because he graduated with honours today.,How certain are you that John will go to Princeton?,How certain are you that John will go to Duke?,,,Certain,Certainly not,Certain,Certainly not,,
4,If John graduates with honours he will get into Princeton.,If John graduates without honours he will get into Duke.,If John goes to Princeton he’ll be following his father’s footsteps.,If John goes to Duke he’ll be following his mother’s footsteps.,Modal on different QUD,Modal on different QUD,John's parents bought him a new watch because he graduated with honours today.,"""I think John's parents bought him a new watch because he graduated with honours today. At least, I think it was a watch, it could have been the new road bike that he had wanted.""",How certain are you that John will go to Princeton?,How certain are you that John will go to Duke?,,,Certain,Certainly not,Certain,Certainly not,,
5,If John graduates with honours he will get into Princeton.,If John graduates without honours he will get into Duke.,If John goes to Princeton he’ll be following his father’s footsteps.,If John goes to Duke he’ll be following his mother’s footsteps.,Modal on different QUD,Modal on different QUD,"""I think John's parents bought him a new watch because he graduated with honours today. At least, I think it was a watch, it could have been the new road bike that he had wanted.""",John's parents bought him a new watch because he graduated with honours today.,How certain are you that John will follow his father’s footsteps?,How certain are you that John will follow his mother’s footsteps?,,,Certain,Certainly not,Certain,Certainly not,,
6,If John graduates with honours he will get into Princeton.,If John graduates without honours he will get into Duke.,If John goes to Princeton he’ll be following his father’s footsteps.,If John goes to Duke he’ll be following his mother’s footsteps.,Modal on different QUD,Modal on different QUD,John's parents bought him a new watch because he graduated with honours today.,"""I think John's parents bought him a new watch because he graduated with honours today. At least, I think it was a watch, it could have been the new road bike that he had wanted.""",How certain are you that John will follow his father’s footsteps?,How certain are you that John will follow his mother’s footsteps?,,,Certain,Certainly not,Certain,Certainly not,,
,,,,,,,,,,,,,,,,,,
1,The weather is such that if Anna wears a T-shirt she will be cold.,The weather is such that if Anna wears a sweater she will be too warm.,If Anna is cold she may catch a cold.,If Anna is warm then she’ll sweat and be uncomfortable.,Modal on different QUD,Modal on different QUD,"""Is that the Rolling Stones logo on Anna's T-Shirt, or is it Bon Jovi's?""",That is the Rolling Stones logo on Anna's T-Shirt.,How certain are you that Anna is wearing a T-shirt?,How certain are you that Anna is wearing a sweater?,,,Certain,Certainly not,Certain,Certainly not,,
2,The weather is such that if Anna wears a T-shirt she will be cold.,The weather is such that if Anna wears a sweater she will be too warm.,If Anna is cold she may catch a cold.,If Anna is warm then she’ll sweat and be uncomfortable.,Modal on different QUD,Modal on different QUD,That is the Rolling Stones logo on Anna's T-Shirt.,"""Is that the Rolling Stones logo on Anna's T-Shirt, or is it Bon Jovi's?""",How certain are you that Anna is wearing a T-shirt?,How certain are you that Anna is wearing a sweater?,,,Certain,Certainly not,Certain,Certainly not,,
3,The weather is such that if Anna wears a T-shirt she will be cold.,The weather is such that if Anna wears a sweater she will be too warm.,If Anna is cold she may catch a cold.,If Anna is warm then she’ll sweat and be uncomfortable.,Modal on different QUD,Modal on different QUD,"""Is that the Rolling Stones logo on Anna's T-Shirt, or is it Bon Jovi's?""",That is the Rolling Stones logo on Anna's T-Shirt.,How certain are you that Anna is feeling cold?,How certain are you that Anna is feeling warm?,,,Certain,Certainly not,Certain,Certainly not,,
4,The weather is such that if Anna wears a T-shirt she will be cold.,The weather is such that if Anna wears a sweater she will be too warm.,If Anna is cold she may catch a cold.,If Anna is warm then she’ll sweat and be uncomfortable.,Modal on different QUD,Modal on different QUD,That is the Rolling Stones logo on Anna's T-Shirt.,"""Is that the Rolling Stones logo on Anna's T-Shirt, or is it Bon Jovi's?""",How certain are you that Anna is feeling cold?,How certain are you that Anna is feeling warm?,,,Certain,Certainly not,Certain,Certainly not,,
5,The weather is such that if Anna wears a T-shirt she will be cold.,The weather is such that if Anna wears a sweater she will be too warm.,If Anna is cold she may catch a cold.,If Anna is warm then she’ll sweat and be uncomfortable.,Modal on different QUD,Modal on different QUD,"""Is that the Rolling Stones logo on Anna's T-Shirt, or is it Bon Jovi's?""",That is the Rolling Stones logo on Anna's T-Shirt.,How certain are you that Anna will catch a cold?,How certain are you that Anna will sweat?,,,Certain,Certainly not,Certain,Certainly not,,
6,The weather is such that if Anna wears a T-shirt she will be cold.,The weather is such that if Anna wears a sweater she will be too warm.,If Anna is cold she may catch a cold.,If Anna is warm then she’ll sweat and be uncomfortable.,Modal on different QUD,Modal on different QUD,That is the Rolling Stones logo on Anna's T-Shirt.,"""Is that the Rolling Stones logo on Anna's T-Shirt, or is it Bon Jovi's?""",How certain are you that Anna will catch a cold?,How certain are you that Anna will sweat?,,,Certain,Certainly not,Certain,Certainly not,,
,,,,,,,,,,,,,,,,,,
1,If the root of Sally’s tooth is damaged she will need a root canal treatment.,If the root of Sally’s tooth is not damaged then she can just get just a filling.,"If Sally has to get a root canal treatment, she has to visit the dentist every week for four weeks.",If Sally gets just a filling then the dentist will fill it immediately and she doesn’t have to return anytime soon.,Modal on different QUD,Modal on different QUD,The dentist tried to show Sally how the X-Ray confirmed that the root of Sally's tooth was damaged. But Sally may not have been able to pay attention probably because the pain was too great.,The dentist showed Sally how the X-Ray confirmed that the root of Sally's tooth was damaged.,How certain are you that Sally’s root canal is damaged?,How certain are you that Sally’s root canal is not damaged?,,,Certain,Certainly not,Certain,Certainly not,,
2,If the root of Sally’s tooth is damaged she will need a root canal treatment.,If the root of Sally’s tooth is not damaged then she can just get just a filling.,"If Sally has to get a root canal treatment, she has to visit the dentist every week for four weeks.",If Sally gets just a filling then the dentist will fill it immediately and she doesn’t have to return anytime soon.,Modal on different QUD,Modal on different QUD,The dentist showed Sally how the X-Ray confirmed that the root of Sally's tooth was damaged.,The dentist tried to show Sally how the X-Ray confirmed that the root of Sally's tooth was damaged. But Sally may not have been able to pay attention probably because the pain was too great.,How certain are you that Sally’s root canal is damaged?,How certain are you that Sally’s root canal is not damaged?,,,Certain,Certainly not,Certain,Certainly not,,
3,If the root of Sally’s tooth is damaged she will need a root canal treatment.,If the root of Sally’s tooth is not damaged then she can just get just a filling.,"If Sally has to get a root canal treatment, she has to visit the dentist every week for four weeks.",If Sally gets just a filling then the dentist will fill it immediately and she doesn’t have to return anytime soon.,Modal on different QUD,Modal on different QUD,The dentist tried to show Sally how the X-Ray confirmed that the root of Sally's tooth was damaged. But Sally may not have been able to pay attention probably because the pain was too great.,The dentist showed Sally how the X-Ray confirmed that the root of Sally's tooth was damaged.,How certain are you that Sally needs a root canal treatment?,How certain are you that Sally needs just filling?,,,Certain,Certainly not,Certain,Certainly not,,
4,If the root of Sally’s tooth is damaged she will need a root canal treatment.,If the root of Sally’s tooth is not damaged then she can just get just a filling.,"If Sally has to get a root canal treatment, she has to visit the dentist every week for four weeks.",If Sally gets just a filling then the dentist will fill it immediately and she doesn’t have to return anytime soon.,Modal on different QUD,Modal on different QUD,The dentist showed Sally how the X-Ray confirmed that the root of Sally's tooth was damaged.,The dentist tried to show Sally how the X-Ray confirmed that the root of Sally's tooth was damaged. But Sally may not have been able to pay attention probably because the pain was too great.,How certain are you that Sally needs a root canal treatment?,How certain are you that Sally needs just filling?,,,Certain,Certainly not,Certain,Certainly not,,
